ID,odor
5799,f
5800,y
5801,n
5802,f
5803,f
5804,f
5805,n
5806,f
5807,f
5808,n
5809,f
5810,f
5811,f
5812,f
5813,f
5814,f
5815,n
5816,s
5817,n
5818,y
5819,f
5820,y
5821,n
5822,f
5823,f
5824,n
5825,f
5826,f
5827,n
5828,f
5829,n
5830,f
5831,f
5832,s
5833,f
5834,n
5835,s
5836,n
5837,n
5838,f
5839,f
5840,n
5841,n
5842,f
5843,f
5844,f
5845,f
5846,f
5847,f
5848,n
5849,f
5850,n
5851,s
5852,f
5853,f
5854,n
5855,f
5856,n
5857,f
5858,f
5859,n
5860,n
5861,f
5862,n
5863,n
5864,n
5865,y
5866,n
5867,f
5868,n
5869,s
5870,y
5871,f
5872,f
5873,s
5874,f
5875,n
5876,n
5877,f
5878,f
5879,s
5880,f
5881,f
5882,f
5883,n
5884,n
5885,y
5886,f
5887,n
5888,f
5889,f
5890,f
5891,f
5892,f
5893,f
5894,n
5895,n
5896,n
5897,f
5898,f
5899,n
5900,f
5901,s
5902,n
5903,f
5904,n
5905,f
5906,f
5907,n
5908,n
5909,f
5910,f
5911,f
5912,f
5913,f
5914,n
5915,n
5916,f
5917,n
5918,n
5919,f
5920,f
5921,f
5922,f
5923,f
5924,f
5925,f
5926,f
5927,f
5928,n
5929,f
5930,n
5931,n
5932,y
5933,y
5934,f
5935,f
5936,n
5937,f
5938,n
5939,n
5940,n
5941,n
5942,f
5943,f
5944,f
5945,s
5946,n
5947,f
5948,n
5949,n
5950,n
5951,f
5952,f
5953,f
5954,n
5955,f
5956,n
5957,s
5958,f
5959,f
5960,f
5961,f
5962,n
5963,n
5964,n
5965,n
5966,f
5967,s
5968,f
5969,f
5970,f
5971,n
5972,y
5973,n
5974,y
5975,f
5976,f
5977,n
5978,f
5979,n
5980,f
5981,n
5982,f
5983,n
5984,f
5985,f
5986,f
5987,f
5988,f
5989,f
5990,s
5991,f
5992,f
5993,n
5994,f
5995,y
5996,f
5997,n
5998,n
5999,f
6000,f
6001,f
6002,s
6003,f
6004,f
6005,f
6006,s
6007,y
6008,y
6009,s
6010,f
6011,f
6012,s
6013,s
6014,f
6015,y
6016,f
6017,y
6018,f
6019,s
6020,y
6021,f
6022,y
6023,s
6024,y
6025,y
6026,s
6027,y
6028,y
6029,s
6030,y
6031,s
6032,s
6033,s
6034,f
6035,s
6036,s
6037,f
6038,y
6039,n
6040,y
6041,n
6042,y
6043,s
6044,y
6045,y
6046,y
6047,f
6048,s
6049,y
6050,f
6051,s
6052,f
6053,s
6054,y
6055,f
6056,y
6057,f
6058,y
6059,f
6060,s
6061,f
6062,f
6063,s
6064,f
6065,s
6066,s
6067,f
6068,s
6069,n
6070,y
6071,f
6072,f
6073,s
6074,s
6075,s
6076,f
6077,y
6078,f
6079,s
6080,s
6082,y
6083,s
6084,s
6085,y
6086,s
6087,y
6088,s
6089,y
6090,s
6091,f
6092,y
6093,f
6094,f
6095,y
6096,f
6097,f
6098,y
6099,y
6100,f
6101,f
6102,s
6103,f
6104,s
6105,y
6106,y
6107,s
6108,y
6109,s
6110,f
6111,y
6112,s
6113,f
6114,f
6115,f
6116,s
6117,s
6118,f
6119,f
6120,s
6121,n
6122,y
6123,y
6124,y
6125,s
6126,y
6127,s
6128,f
6129,f
6130,y
6131,f
6132,f
6133,y
6134,y
6135,s
6136,f
6137,s
6138,y
6139,y
6140,f
6141,s
6142,y
6143,n
6144,s
6145,f
6146,s
6147,y
6148,n
6149,s
6150,s
6151,s
6152,f
6153,f
6154,f
6155,s
6156,y
6157,f
6158,f
6159,f
6160,s
6161,f
6162,s
6163,s
6164,s
6165,y
6166,y
6167,f
6168,y
6169,y
6170,y
6171,y
6172,f
6173,f
6174,f
6175,f
6176,f
6177,f
6178,f
6179,s
6180,y
6181,f
6182,s
6183,f
6184,s
6185,s
6186,y
6187,f
6188,s
6189,s
6190,s
6191,s
6192,f
6193,f
6194,f
6195,n
6196,s
6197,s
6198,s
6199,y
6200,y
6201,f
6202,f
6203,f
6204,n
6205,s
6206,f
6207,y
6208,s
6209,y
6210,y
6211,f
6212,y
6213,f
6214,s
6215,n
6216,s
6217,f
6218,f
6219,s
6220,n
6221,s
6222,y
6223,f
6224,s
6225,f
6226,y
6227,s
6228,f
6229,s
6230,y
6231,y
6232,y
6233,y
6234,y
6235,f
6236,f
6237,f
6238,s
6239,y
6240,y
6241,s
6242,f
6243,f
6244,y
6245,y
6246,f
6247,s
6248,s
6249,f
6250,y
6251,s
6252,s
6253,f
6254,s
6255,s
6256,y
6257,y
6258,s
6259,s
6260,y
6261,f
6262,n
6263,y
6264,s
6265,y
6266,s
6267,s
6268,y
6269,s
6270,y
6271,f
6272,s
6273,s
6274,f
6275,s
6276,y
6277,s
6278,f
6279,f
6280,n
6281,s
6282,y
6283,f
6284,f
6285,y
6286,s
6287,f
6288,f
6289,f
6290,s
6291,y
6292,s
6293,s
6294,s
6295,y
6296,f
6297,f
6298,f
6299,y
6300,y
6301,s
6302,y
6303,f
6304,s
6305,s
6306,f
6307,f
6308,f
6309,y
6310,f
6311,f
6312,f
6313,f
6314,s
6315,f
6316,y
6317,f
6318,y
6319,f
6320,y
6321,f
6322,y
6323,f
6324,s
6325,s
6326,y
6327,s
6328,y
6329,f
6330,f
6331,f
6332,n
6333,f
6334,f
6335,s
6336,s
6337,f
6338,y
6339,s
6340,f
6341,f
6342,f
6343,f
6344,y
6345,f
6346,f
6347,f
6348,s
6349,f
6350,f
6351,f
6352,f
6353,s
6354,y
6355,y
6356,y
6357,f
6358,y
6359,y
6360,f
6361,f
6362,y
6363,f
6364,s
6365,y
6366,f
6367,n
6368,f
6369,f
6370,y
6371,f
6372,y
6373,f
6374,f
6375,y
6376,n
6377,f
6378,s
6379,y
6380,s
6381,s
6382,f
6383,s
6384,s
6385,y
6386,f
6387,s
6388,f
6389,y
6390,s
6391,y
6392,s
6393,f
6394,y
6395,y
6396,f
6397,n
6398,y
6399,f
6400,y
6401,s
6402,s
6403,f
6404,n
6405,s
6406,s
6407,n
6408,y
6409,s
6410,f
6411,s
6412,f
6413,s
6414,s
6415,s
6416,m
6417,y
6418,y
6419,s
6420,y
6421,f
6422,s
6423,f
6424,s
6425,n
6426,s
6427,s
6428,s
6429,f
6430,y
6431,f
6432,s
6433,y
6434,f
6435,n
6436,s
6437,f
6438,f
6439,y
6440,f
6441,s
6442,f
6443,y
6444,s
6445,y
6446,y
6447,y
6448,y
6449,y
6450,n
6451,y
6452,y
6453,f
6454,s
6455,y
6456,f
6457,s
6458,s
6459,y
6460,s
6461,s
6462,f
6463,s
6464,f
6465,f
6466,y
6467,y
6468,y
6469,y
6470,f
6471,f
6472,f
6473,s
6474,y
6475,f
6476,y
6477,f
6478,y
6479,s
6480,s
6481,s
6482,y
6483,s
6484,y
6485,y
6486,y
6487,s
6488,f
6489,s
6490,f
6491,s
6492,s
6493,f
6494,s
6495,f
6496,y
6497,y
6498,f
6499,s
6500,f
6501,f
6502,s
6503,f
6504,f
6505,y
6506,s
6507,f
6508,s
6509,y
6510,n
6511,s
6512,f
6513,y
6514,y
6515,y
6516,f
6517,y
6518,n
6519,f
6520,f
6521,y
6522,y
6523,y
6524,f
6525,s
6526,f
6527,s
6528,s
6529,y
6530,s
6531,n
6532,f
6533,f
6534,f
6535,s
6536,y
6537,y
6538,s
6539,y
6540,y
6541,s
6542,s
6543,f
6544,s
6545,s
6546,f
6547,y
6548,f
6549,s
6550,s
6551,f
6552,s
6553,y
6554,s
6555,y
6556,f
6557,s
6558,s
6559,n
6560,y
6561,y
6562,f
6563,y
6564,y
6565,y
6566,f
6567,y
6568,f
6569,f
6570,s
6571,y
6572,s
6573,f
6574,y
6575,y
6576,f
6577,f
6578,y
6579,f
6580,y
6581,y
6582,s
6583,s
6584,s
6585,s
6586,y
6587,y
6588,y
6589,s
6590,f
6591,y
6592,s
6593,s
6594,s
6595,s
6596,s
6597,y
6598,s
6599,y
6600,n
6601,y
6602,s
6603,s
6604,s
6605,s
6606,f
6607,f
6608,s
6609,y
6610,f
6611,f
6612,f
6613,f
6614,y
6615,s
6616,f
6617,y
6618,s
6619,f
6620,s
6621,s
6622,f
6623,s
6624,y
6625,f
6626,s
6627,y
6628,s
6629,y
6630,y
6631,s
6632,y
6633,f
6634,s
6635,f
6636,s
6637,f
6638,y
6639,y
6640,y
6641,y
6642,y
6643,s
6644,f
6645,y
6646,f
6647,y
6648,s
6649,y
6650,y
6651,s
6652,y
6653,s
6654,f
6655,y
6656,s
6657,f
6658,f
6659,s
6660,y
6661,n
6662,y
6663,s
6664,n
6665,y
6666,s
6667,s
6668,s
6669,m
6670,s
6671,s
6672,y
6673,s
6674,f
6675,f
6676,f
6677,s
6678,y
6679,y
6680,s
6681,y
6682,f
6683,s
6684,f
6685,f
6686,y
6687,f
6688,s
6689,f
6690,y
6691,y
6692,s
6693,y
6694,s
6695,s
6696,f
6697,y
6698,f
6699,y
6700,s
6701,f
6702,y
6703,s
6704,s
6705,f
6706,y
6707,f
6708,y
6709,y
6710,f
6711,y
6712,f
6713,f
6714,f
6715,s
6716,y
6717,s
6718,f
6719,y
6720,s
6721,s
6722,f
6723,s
6724,f
6725,s
6726,y
6727,s
6728,y
6729,s
6730,f
6731,f
6732,s
6733,y
6734,s
6735,y
6736,s
6737,y
6738,s
6739,y
6740,y
6741,f
6742,y
6743,s
6744,y
6745,n
6746,y
6747,f
6748,s
6749,f
6750,y
6751,s
6752,y
6753,n
6754,s
6755,f
6756,s
6757,f
6758,f
6759,s
6760,s
6761,y
6762,f
6763,n
6764,n
6765,s
6766,s
6767,s
6768,s
6769,y
6770,f
6771,y
6772,f
6773,s
6774,y
6775,n
6776,f
6777,y
6778,y
6779,y
6780,f
6781,y
6782,y
6783,y
6784,y
6785,f
6786,s
6787,f
6788,s
6789,f
6790,s
6791,f
6792,s
6793,s
6794,s
6795,y
6796,s
6797,f
6798,f
6799,y
6800,f
6801,y
6802,s
6803,y
6804,f
6805,s
6806,f
6807,y
6808,y
6809,s
6810,y
6811,f
6812,f
6813,f
6814,y
6815,s
6816,y
6817,f
6818,s
6819,f
6820,y
6821,y
6822,s
6823,y
6824,y
6825,y
6826,s
6827,f
6828,n
6829,y
6830,y
6831,s
6832,s
6833,s
6834,f
6835,f
6836,f
6837,f
6838,f
6839,f
6840,f
6841,s
6842,y
6843,f
6844,s
6845,s
6846,s
6847,y
6848,s
6849,f
6850,n
6851,f
6852,s
6853,s
6854,f
6855,f
6856,m
6857,f
6858,s
6859,y
6860,f
6861,n
6862,y
6863,y
6864,y
6865,s
6866,y
6867,y
6868,f
6869,f
6870,f
6871,f
6872,y
6873,y
6874,y
6875,s
6876,f
6877,y
6878,y
6879,f
6880,f
6881,f
6882,f
6883,y
6884,f
6885,n
6886,y
6887,y
6888,s
6889,s
6890,f
6891,s
6892,s
6893,f
6894,s
6895,s
6896,s
6897,f
6898,y
6899,y
6900,f
6901,n
6902,y
6903,y
6904,f
6905,n
6906,n
6907,n
6908,n
6909,s
6910,f
6911,n
6912,s
6913,n
6914,f
6915,n
6916,f
6917,s
6918,s
6919,y
6920,s
6921,n
6922,s
6923,y
6924,f
6925,n
6926,s
6927,y
6928,n
6929,n
6930,y
6931,y
6932,s
6933,n
6934,f
6935,y
6936,y
6937,f
6938,n
6939,n
6940,y
6941,y
6942,n
6943,s
6944,y
6945,s
6946,m
6947,f
6948,s
6949,s
6950,f
6951,f
6952,f
6953,n
6954,s
6955,f
6956,y
6957,s
6958,s
6959,n
6960,f
6961,s
6962,s
6963,s
6964,y
6965,s
6966,y
6967,f
6968,n
6969,f
6970,f
6971,n
6972,f
6973,y
6974,s
6975,s
6976,n
6977,f
6978,y
6979,f
6980,f
6981,y
6982,f
6983,s
6984,f
6985,n
6986,y
6987,f
6988,f
6989,s
6990,n
6991,n
6992,m
6993,y
6994,y
6995,n
6996,s
6997,s
6998,n
6999,n
7000,n
7001,s
7002,s
7003,s
7004,n
7005,n
7006,n
7007,f
7008,s
7009,n
7010,n
7011,f
7012,n
7013,s
7014,f
7015,f
7016,n
7017,n
7018,y
7019,f
7020,n
7021,n
7022,s
7023,n
7024,y
7025,y
7026,n
7027,n
7028,s
7029,y
7030,s
7031,y
7032,y
7033,n
7034,n
7035,m
7036,n
7037,n
7038,n
7039,s
7040,n
7041,n
7042,n
7043,y
7044,s
7045,s
7046,y
7047,n
7048,s
7049,s
7050,s
7051,n
7052,n
7053,f
7054,s
7055,n
7056,y
7057,y
7058,s
7059,s
7060,s
7061,y
7062,s
7063,y
7064,n
7065,y
7066,m
7067,f
7068,n
7069,f
7070,y
7071,s
7072,y
7073,f
7074,n
7075,f
7076,f
7077,y
7078,y
7079,f
7080,n
7081,s
7082,s
7083,f
7084,s
7085,f
7086,y
7087,n
7088,s
7089,s
7090,n
7091,n
7092,m
7093,s
7094,f
7095,f
7096,y
7097,y
7098,y
7099,n
7100,f
7101,m
7102,s
7103,s
7104,n
7105,y
7106,y
7107,f
7108,y
7109,f
7110,f
7111,n
7112,m
7113,y
7114,f
7115,f
7116,s
7117,n
7118,y
7119,y
7120,n
7121,s
7122,y
7123,s
7124,n
7125,s
7126,s
7127,y
7128,f
7129,n
7130,y
7131,y
7132,y
7133,f
7134,n
7135,n
7136,n
7137,n
7138,y
7139,f
7140,s
7141,y
7142,n
7143,s
7144,n
7145,f
7146,f
7147,m
7148,s
7149,s
7150,s
7151,f
7152,f
7153,s
7154,n
7155,y
7156,y
7157,s
7158,y
7159,n
7160,s
7161,s
7162,s
7163,n
7164,y
7165,y
7166,y
7167,m
7168,n
7169,f
7170,f
7171,n
7172,f
7173,s
7174,n
7175,f
7176,s
7177,n
7178,f
7179,f
7180,s
7181,s
7182,n
7183,n
7184,n
7185,s
7186,n
7187,y
7188,s
7189,n
7190,y
7191,f
7192,y
7193,s
7194,s
7195,f
7196,n
7197,f
7198,s
7199,y
7200,f
7201,n
7202,f
7203,n
7204,y
7205,n
7206,n
7207,f
7208,f
7209,n
7210,y
7211,s
7212,n
7213,f
7214,f
7215,f
7216,s
7217,s
7218,n
7219,f
7220,f
7221,n
7222,n
7223,n
7224,s
7225,f
7226,s
7227,n
7228,s
7229,n
7230,n
7231,m
7232,n
7233,y
7234,n
7235,n
7236,n
7237,n
7238,f
7239,y
7240,n
7241,y
7242,y
7243,y
7244,s
7245,n
7246,n
7247,n
7248,s
7249,s
7250,y
7251,y
7252,n
7253,y
7254,n
7255,y
7256,n
7257,f
7258,f
7259,n
7260,y
7261,n
7262,f
7263,f
7264,n
7265,s
7266,m
7267,n
7268,y
7269,s
7270,y
7271,n
7272,n
7273,s
7274,n
7275,f
7276,y
7277,n
7278,y
7279,n
7280,y
7281,n
7282,n
7283,s
7284,f
7285,n
7286,m
7287,y
7288,f
7289,y
7290,f
7291,n
7292,f
7293,n
7294,n
7295,y
7296,n
7297,y
7298,s
7299,s
7300,n
7301,n
7302,n
7303,s
7304,s
7305,s
7306,n
7307,n
7308,y
7309,f
7310,n
7311,y
7312,n
7313,y
7314,s
7315,n
7316,n
7317,f
7318,f
7319,s
7320,n
7321,f
7322,y
7323,f
7324,m
7325,f
7326,n
7327,f
7328,n
7329,n
7330,n
7331,s
7332,y
7333,f
7334,y
7335,n
7336,n
7337,m
7338,f
7339,f
7340,y
7341,s
7342,s
7343,m
7344,s
7345,n
7346,y
7347,n
7348,f
7349,y
7350,n
7351,n
7352,y
7353,n
7354,n
7355,n
7356,s
7357,f
7358,f
7359,n
7360,n
7361,n
7362,n
7363,y
7364,y
7365,y
7366,f
7367,n
7368,n
7369,m
7370,y
7371,n
7372,s
7373,n
7374,n
7375,f
7376,n
7377,n
7378,n
7379,n
7380,y
7381,f
7382,s
7383,y
7384,f
7385,y
7386,n
7387,m
7388,y
7389,n
7390,f
7391,n
7392,n
7393,s
7394,y
7395,f
7396,f
7397,s
7398,y
7399,n
7400,y
7401,n
7402,n
7403,s
7404,y
7405,n
7406,n
7407,y
7408,n
7409,y
7410,f
7411,y
7412,n
7413,n
7414,n
7415,f
7416,n
7417,n
7418,s
7419,n
7420,f
7421,y
7422,s
7423,n
7424,f
7425,f
7426,n
7427,f
7428,y
7429,y
7430,s
7431,f
7432,s
7433,n
7434,s
7435,n
7436,s
7437,y
7438,n
7439,s
7440,n
7441,n
7442,s
7443,s
7444,n
7445,n
7446,n
7447,n
7448,s
7449,y
7450,n
7451,n
7452,f
7453,f
7454,f
7455,f
7456,n
7457,f
7458,s
7459,f
7460,n
7461,n
7462,s
7463,f
7464,n
7465,s
7466,s
7467,y
7468,n
7469,n
7470,m
7471,f
7472,f
7473,y
7474,f
7475,s
7476,s
7477,y
7478,s
7479,y
7480,n
7481,m
7482,n
7483,y
7484,n
7485,s
7486,m
7487,n
7488,y
7489,s
7490,y
7491,n
7492,s
7493,f
7494,s
7495,s
7496,s
7497,s
7498,y
7499,n
7500,n
7501,n
7502,s
7503,f
7504,y
7505,f
7506,y
7507,f
7508,y
7509,y
7510,s
7511,n
7512,s
7513,s
7514,n
7515,n
7516,s
7517,n
7518,s
7519,s
7520,s
7521,s
7522,f
7523,n
7524,n
7525,n
7526,y
7527,n
7528,s
7529,n
7530,n
7531,s
7532,n
7533,n
7534,n
7535,n
7536,n
7537,m
7538,n
7539,y
7540,s
7541,n
7542,n
7543,n
7544,n
7545,f
7546,s
7547,s
7548,n
7549,n
7550,f
7551,n
7552,y
7553,n
7554,s
7555,s
7556,n
7557,y
7558,f
7559,n
7560,n
7561,n
7562,n
7563,y
7564,y
7565,n
7566,y
7567,n
7568,s
7569,f
7570,s
7571,n
7572,y
7573,y
7574,n
7575,s
7576,f
7577,n
7578,f
7579,y
7580,s
7581,y
7582,n
7583,y
7584,s
7585,n
7586,n
7587,n
7588,s
7589,y
7590,y
7591,n
7592,f
7593,s
7594,n
7595,y
7596,f
7597,s
7598,n
7599,f
7600,f
7601,n
7602,f
7603,n
7604,f
7605,n
7606,s
7607,f
7608,y
7609,y
7610,n
7611,n
7612,s
7613,n
7614,y
7615,y
7616,n
7617,y
7618,n
7619,y
7620,y
7621,y
7622,y
7623,n
7624,n
7625,y
7626,f
7627,n
7628,n
7629,s
7630,s
7631,n
7632,n
7633,n
7634,y
7635,f
7636,m
7637,n
7638,f
7639,s
7640,s
7641,n
7642,n
7643,n
7644,n
7645,n
7646,s
7647,s
7648,s
7649,f
7650,n
7651,n
7652,n
7653,n
7654,s
7655,f
7656,y
7657,y
7658,f
7659,n
7660,n
7661,y
7662,y
7663,n
7664,s
7665,n
7666,n
7667,s
7668,s
7669,s
7670,s
7671,f
7672,n
7673,f
7674,n
7675,n
7676,y
7677,f
7678,f
7679,n
7680,s
7681,n
7682,f
7683,n
7684,f
7685,s
7686,n
7687,f
7688,s
7689,n
7690,n
7691,y
7692,s
7693,n
7694,y
7695,f
7696,s
7697,f
7698,f
7699,n
7700,n
7701,s
7702,n
7703,n
7704,y
7705,n
7706,n
7707,n
7708,f
7709,f
7710,m
7711,n
7712,s
7713,n
7714,f
7715,m
7716,s
7717,n
7718,n
7719,s
7720,y
7721,n
7722,n
7723,s
7724,n
7725,n
7726,n
7727,y
7728,m
7729,s
7730,n
7731,f
7732,s
7733,y
7734,s
7735,f
7736,f
7737,n
7738,n
7739,s
7740,n
7741,n
7742,n
7743,s
7744,n
7745,n
7746,n
7747,n
7748,n
7749,n
7750,n
7751,f
7752,s
7753,n
7754,n
7755,f
7756,s
7757,f
7758,f
7759,s
7760,n
7761,s
7762,n
7763,n
7764,n
7765,s
7766,n
7767,f
7768,f
7769,s
7770,n
7771,f
7772,s
7773,n
7774,y
7775,y
7776,f
7777,n
7778,n
7779,s
7780,n
7781,y
7782,s
7783,n
7784,n
7785,f
7786,s
7787,f
7788,f
7789,n
7790,y
7791,n
7792,n
7793,s
7794,y
7795,s
7796,n
7797,y
7798,n
7799,s
7800,s
7801,s
7802,m
7803,s
7804,n
7805,y
7806,m
7807,y
7808,n
7809,s
7810,n
7811,n
7812,n
7813,s
7814,n
7815,n
7816,s
7817,y
7818,n
7819,n
7820,f
7821,m
7822,f
7823,f
7824,n
7825,f
7826,n
7827,s
7828,s
7829,n
7830,n
7831,n
7832,n
7833,y
7834,n
7835,n
7836,y
7837,n
7838,f
7839,n
7840,y
7841,n
7842,s
7843,n
7844,n
7845,n
7846,n
7847,y
7848,n
7849,f
7850,s
7851,f
7852,f
7853,s
7854,s
7855,n
7856,s
7857,y
7858,s
7859,n
7860,n
7861,n
7862,f
7863,f
7864,s
7865,f
7866,f
7867,n
7868,n
7869,f
7870,f
7871,n
7872,n
7873,n
7874,s
7875,f
7876,y
7877,y
7878,s
7879,n
7880,f
7881,s
7882,f
7883,n
7884,y
7885,y
7886,f
7887,n
7888,n
7889,s
7890,s
7891,n
7892,s
7893,y
7894,n
7895,n
7896,n
7897,y
7898,s
7899,n
7900,y
7901,n
7902,s
7903,y
7904,f
7905,n
7906,n
7907,f
7908,n
7909,f
7910,n
7911,m
7912,n
7913,n
7914,n
7915,f
7916,n
7917,n
7918,f
7919,n
7920,n
7921,f
7922,n
7923,n
7924,f
7925,y
7926,s
7927,s
7928,n
7929,s
7930,n
7931,f
7932,n
7933,s
7934,n
7935,f
7936,y
7937,f
7938,n
7939,n
7940,n
7941,n
7942,m
7943,y
7944,f
7945,n
7946,n
7947,n
7948,s
7949,y
7950,s
7951,y
7952,f
7953,n
7954,n
7955,n
7956,n
7957,n
7958,n
7959,n
7960,f
7961,n
7962,y
7963,y
7964,f
7965,n
7966,n
7967,n
7968,f
7969,f
7970,y
7971,n
7972,n
7973,n
7974,f
7975,n
7976,n
7977,n
7978,n
7979,s
7980,n
7981,f
7982,m
7983,y
7984,n
7985,n
7986,n
7987,n
7988,f
7989,n
7990,y
7991,f
7992,n
7993,f
7994,n
7995,n
7996,y
7997,n
7998,y
7999,s
8000,n
8001,n
8002,n
8003,n
8004,n
8005,f
8006,s
8007,y
8008,f
8009,f
8010,n
8011,n
8012,n
8013,s
8014,n
8015,n
8016,n
8017,s
8018,n
8019,n
8020,n
8021,y
8022,y
8023,y
8024,y
8025,f
8026,n
8027,n
8028,f
8029,f
8030,n
8031,n
8032,f
8033,f
8034,f
8035,n
8036,n
8037,n
8038,y
8039,n
8040,f
8041,n
8042,y
8043,n
8044,n
8045,n
8046,y
8047,n
8048,y
8049,y
8050,f
8051,s
8052,n
8053,n
8054,f
8055,n
8056,n
8057,n
8058,n
8059,s
8060,f
8061,s
8062,s
8063,y
8064,n
8065,f
8066,n
8067,f
8068,n
8069,n
8070,n
8071,s
8072,n
8073,f
8074,n
8075,n
8076,n
8077,n
8078,n
8079,n
8080,f
8081,s
8082,f
8083,s
8084,y
8085,n
8086,n
8087,n
8088,f
8089,n
8090,f
8091,f
8092,f
8093,y
8094,y
8095,n
8096,m
8097,n
8098,s
8099,y
8100,n
8101,n
8102,s
8103,n
8104,n
8105,n
8106,n
8107,n
8108,n
8109,y
8110,n
8111,n
8112,n
8113,n
8114,y
8115,m
8116,n
8117,s
8118,y
8119,f
8120,n
8121,n
8122,n
8123,y
8124,n
